0.903305929	1	1	1	1	1	1	1	1	1	1	1
0.903305929	1	1	1	1	1	1	1	1	1	1	1
1.079542328	1	1	1	1	1	1	1	1	1	1	1
1.196702115	1	1	1	1	1	1	1	1	1	1	1
0.818570186	1	1	1	1	1	1	1	1	1	1	1
0.864476787	1	1	1	1	1	1	1	1	1	1	1
0.925938671	1	1	1	1	1	1	1	1	1	1	1
1.006307062	1	1	1	1	1	1	1	1	1	1	1
0.865496398	1	1	1	1	1	1	1	1	1	1	1
0.855743454	1	1	1	1	1	1	1	1	1	1	1
0.920178459	1	1	1	1	1	1	1	1	1	1	1
1.011421768	1	1	1	1	1	1	1	1	1	1	1
0.943132514	1	1	1	1	1	1	1	1	1	1	1
0.993366062	1	1	1	1	1	1	1	1	1	1	1
1.020962573	1	1	1	1	1	1	1	1	1	1	1
1.089047678	1	1	1	1	1	1	1	1	1	1	1

