0	0	0	0	0	0	0	1027.5
0	0	1	0	0	0	1017.5	1120.5
0	0	2	1182.5	1224.96	1489.04	1559.99	1718.3
0	0	3	1366.35	1534	1687	1895.77	1957
0	1	0	1014.83	1534	1687	1895.77	1957
0	1	1	1029.05	1062.15	1077.54	1242.94	1957
0	1	2	1087.49	1198.5	1252.5	1485.5	1953.5
0	1	3	1252.5	1485.5	1500.5	1630.5	1953.5
0	2	0	1021.5	1486.11	1500.5	1630.5	1953.5
0	2	1	1021.5	1107.5	1168.5	1620.5	1953.5
0	2	2	1102.57	1236.1	1303.01	1657.5	1755.5
0	2	3	1423.5	1593.5	1614.5	1710.5	1819.5
0	3	0	1042.5	1593.5	1614.5	1710.5	1819.5
0	3	1	1170.6	1601.7	1622.81	1710.5	1819.5
0	3	2	1189	1257.77	1519	1598.53	1831
0	3	3	1785.5	1902.11	1930.21	2062.5	2430.5
1	0	0	1785.5	1902.11	1930.21	2062.5	2430.5
1	0	1	1038.5	1165.5	1254.5	1300.5	2430.5
1	0	2	1063.5	1117.5	1174.5	1489.5	2430.5
1	0	3	1425.5	1524.5	1651.5	1930.5	2440.15
1	1	0	1425.5	1524.5	1651.5	1930.5	2440.15
1	1	1	1032.76	1104.75	1151.5	1211.5	1402.84
1	1	2	1051.4	1102.78	1147.75	1216.47	1404.68
1	1	3	1309.5	1440.5	1498.5	1710.5	2097.5
1	2	0	1129.5	1440.5	1498.5	1710.5	2097.5
1	2	1	1093	1131.25	1415.5	1710.5	2097.5
1	2	2	1220.5	1302.77	1330	1711.01	2097.5
1	2	3	1334.5	1589.88	1615.01	1710.5	2107.35
1	3	0	1334.5	1589.88	1615.01	1710.5	2107.35
1	3	1	1048.49	1587.54	1611.97	1710.5	2107.35
1	3	2	1146.81	1230.99	1312.29	1435.5	1785.5
1	3	3	1221.5	1302.5	1435.5	1785.5	1834.5
2	0	0	1221.5	1302.5	1435.5	1785.5	1834.5
2	0	1	1069.5	1302.5	1435.5	1785.51	1824.5
2	0	2	1310.74	1338.27	1425.61	1794.82	1826.26
2	0	3	1302.6	1329.63	1425.68	1795.45	1825.04
2	1	0	1302.6	1329.63	1425.68	1795.45	1825.04
2	1	1	1126.95	1207.56	1228.45	1304.9	1337.5
2	1	2	1056.5	1192.5	1227.5	1333.5	1716.5
2	1	3	1323.5	1438.5	1567.07	1674.5	1726.5
2	2	0	1323.5	1438.5	1567.07	1674.5	1726.5
2	2	1	1367.91	1438.5	1570.94	1678.56	1725.27
2	2	2	1101.17	1323.86	1527.46	1592.64	1621.34
2	2	3	1353.5	1441.5	1626.5	1717.5	2034.5
2	3	0	1032.5	1171.5	1626.5	1710.24	2034.5
2	3	1	1149.5	1161.5	1626.57	1707.58	2034.5
2	3	2	1168.5	1510.49	1626.5	1717.49	2034.5
2	3	3	1074.78	1159.96	1506.01	1709.85	2034.5
3	0	0	1027.14	1159.27	1506.01	1709.85	2034.5
3	0	1	1037.23	1064.63	1503.07	1709.85	2034.5
3	0	2	1163.64	1194.51	1244.65	1322.65	1414.38
3	0	3	1345	1438.44	1523.5	1727.5	2163.45
3	1	0	1345	1438.44	1523.5	1727.5	2163.45
3	1	1	1017.77	1080.79	1287.73	1727.5	2163.45
3	1	2	1134.58	1152.73	1203.73	1727.5	2163.45
3	1	3	1255	1528.23	1921.5	1953.56	2076.23
3	2	0	1113.99	1528.23	1921.5	1953.56	2076.23
3	2	1	1020.84	1066	1162.35	1256.5	1292.34
3	2	2	1064.5	1130.5	1162	1255.72	1291
3	2	3	1289.5	1540.14	1689.86	1764.5	1805.5
3	3	0	1289.5	1540.14	1689.86	1764.5	1805.5
3	3	1	1289.5	1540.14	1689.86	1764.5	1805.5
3	3	2	1289.5	1540.14	1689.86	1764.5	1805.5
3	3	3	1289.5	1540.14	1689.86	1764.5	1805.5
4	0	0	1460.5	1570	1600	1640.63	1655.5
4	0	1	1243.23	1306	1392.69	1420.41	1655.5
4	0	2	1170.39	1306	1392.4	1420.41	1655.5
4	0	3	1015.05	1306	1392.4	1420.41	1655.5
4	1	0	1461.73	1496.36	1574.74	1652.5	1693.46
4	1	1	1219.14	1353.64	1574.74	1652.5	1693.46
4	1	2	1041.86	1081.49	1109.88	1652.5	1693.46
4	1	3	1041.86	1081.49	1109.88	1652.5	1693.46
